target_freq,$width,$length,$depth,$ground_plane,$x_0,max_total_gain,max_total_directivity,min_s11_f,min_s11_dB,s11_at_target,local_resonance_f,local_resonance_dB
1500000000,55,38,1.6,76,2,0.847159,6.41696,2500900000,-50.34104109,-0.692440826,1758000000,-12.58323751
1500000000,55,38,1.6,76,2,0.802445,6.37837,2498600000,-19.13191213,-0.638419308,1771800000,-13.87094039
1500000000,55,38,1.6,76,3,0.782406,6.4574,2512400000,-27.73544195,-0.664710632,1767200000,-12.56189809
1500000000,55,38,1.6,76,3,0.910281,6.48356,2517000000,-28.41027469,-0.702795885,1758000000,-13.11494562
1500000000,55,38,1.6,76,3,0.577036,6.48806,2512400000,-38.34794772,-0.65439781,1769500000,-14.3426917
1500000000,55,38,1.6,76,3,0.560696,6.43996,2512400000,-19.12295697,-0.650809021,1764900000,-15.54497637
1500000000,55,38,1.6,76,3,0.660293,6.36326,2494000000,-27.04396055,-0.645816407,1758000000,-16.12105553
1500000000,55,38,1.6,76,4,0.715463,6.43414,2517000000,-25.43422273,-0.709384671,1755700000,-13.12168922
1500000000,55,38,1.6,76,4,0.589178,6.40017,2526200000,-26.75391714,-0.669358294,1760300000,-14.02651774
1500000000,55,38,1.6,76,4,0.454762,6.41289,2519300000,-30.17741812,-0.64883037,1769500000,-16.12678373
1500000000,55,38,1.6,76,4,0.410209,6.41651,2514700000,-23.14982399,-0.634217263,1767200000,-17.95191508
1500000000,55,38,1.6,76,4,0.171779,6.42205,2528500000,-20.19573292,-0.587010136,1787900000,-18.46172966
1500000000,55,38,1.6,76,5,0.35563,6.38891,2505500000,-28.65473797,-0.650036451,1776400000,-14.52660862
1500000000,55,38,1.6,76,5,0.248822,6.46649,2514700000,-24.91532011,-0.620689441,1781000000,-16.11946295
1500000000,55,38,1.6,76,5,0.101388,6.43895,1760300000,-21.72615846,-0.629332828,1760300000,-21.72615846
1500000000,55,38,1.6,76,5,0.014058,6.47008,2528500000,-24.66418463,-0.63222946,1769500000,-20.18440434
1500000000,55,38,1.6,76,5,-0.0779648,6.46202,1767200000,-25.18000469,-0.618293405,1767200000,-25.18000469
1500000000,55,38,1.6,76,6,0.2686,6.4843,2519300000,-32.42842019,-0.653301791,1776400000,-15.80737977
1500000000,55,38,1.6,76,6,-0.0666631,6.47671,2514700000,-47.73190114,-0.658648932,1767200000,-17.53948104
1500000000,55,38,1.6,76,6,-0.00319435,6.52027,1741900000,-38.16596102,-0.637676267,1741900000,-38.16596102
1500000000,55,38,1.6,76,6,-0.396313,6.50736,1778700000,-37.18111258,-0.585864309,1778700000,-37.18111258
1500000000,55,38,1.6,76,6,-0.542605,6.48391,1771800000,-26.84464858,-0.581605318,1771800000,-26.84464858
1500000000,55,38,1.6,76,7,-0.00125902,6.42649,2517000000,-29.79509996,-0.658122783,1758000000,-18.62789553
1500000000,55,38,1.6,76,7,-0.480711,6.52955,2523900000,-29.16875833,-0.606801843,1785600000,-24.85581893
1500000000,55,38,1.6,76,7,-0.473173,6.53465,1753400000,-25.29289991,-0.594807266,1753400000,-25.29289991
1500000000,55,38,1.6,76,7,-0.729463,6.54513,2510100000,-20.97971939,-0.581830237,1767200000,-20.45094647
1500000000,55,38,1.6,76,7,-0.842696,6.51116,1760300000,-16.44091944,-0.564020451,1760300000,-16.44091944
1500000000,55,38,1.6,76,8,0.245137,6.52528,2487100000,-21.86147917,-0.723247975,1735000000,-19.43343708
1500000000,55,38,1.6,76,8,-0.682501,6.50662,1767200000,-39.32378171,-0.616111914,1767200000,-39.32378171
1500000000,55,38,1.6,76,8,-0.682944,6.49699,2537700000,-31.66137277,-0.627909021,1748800000,-24.07976266
1500000000,55,38,1.6,76,8,-1.12168,6.54435,2507800000,-17.4583214,-0.58509947,1741900000,-13.95762152
1500000000,55,38,1.6,76,8,-1.54429,6.4866,2528500000,-19.69043374,-0.55943215,1781000000,-14.8589669
1500000000,55,39,1.6,78,1,1.49974,6.51677,2505500000,-36.27704306,-0.842067991,1718900000,-10.73309192
1500000000,55,39,1.6,78,1,1.29501,6.49613,3000000000,-2.36417414,-1.667892093,1746500000,-2.212578078
1500000000,55,39,1.6,78,1,1.38035,6.51325,2514700000,-33.25767088,-0.822867121,1723500000,-10.82372888
1500000000,55,39,1.6,78,1,1.40164,6.52736,2498600000,-31.63291096,-0.848016753,1721200000,-11.1280313
1500000000,55,39,1.6,78,1,1.33879,6.56201,2512400000,-27.37946014,-0.785916475,1728100000,-11.72155075
1500000000,55,39,1.6,78,2,1.36563,6.50525,2503200000,-23.05745091,-0.859446458,1718900000,-10.92990627
1500000000,55,39,1.6,78,2,1.38288,6.54926,2514700000,-26.14928997,-0.820121946,1721200000,-11.76136646
1500000000,55,39,1.6,78,2,1.31702,6.58102,2514700000,-25.86766431,-0.819938377,1728100000,-11.40923742
1500000000,55,39,1.6,78,2,1.1751,6.53707,2528500000,-33.31502046,-0.802257483,1730400000,-11.48155005
1500000000,55,39,1.6,78,2,1.16954,6.60363,2526200000,-32.79169996,-0.741208926,1748800000,-11.8481836
1500000000,55,39,1.6,78,3,1.15252,6.54445,2510100000,-37.58670265,-0.798822724,1730400000,-11.5386513
1500000000,55,39,1.6,78,3,1.14674,6.60242,2507800000,-35.25423314,-0.770515734,1730400000,-12.682178
1500000000,55,39,1.6,78,3,1.08418,6.56237,2523900000,-38.43532432,-0.761615257,1737300000,-12.95974548
1500000000,55,39,1.6,78,3,1.04658,6.51347,2521600000,-36.44116755,-0.768402955,1723500000,-14.0541391
1500000000,55,39,1.6,78,3,0.965047,6.52686,2526200000,-35.39267029,-0.722575014,1741900000,-13.60966264
1500000000,55,39,1.6,78,4,1.05196,6.44543,2514700000,-24.42256626,-0.811608947,1728100000,-11.91332521
1500000000,55,39,1.6,78,4,0.901234,6.49589,2530800000,-41.52396277,-0.768444406,1732700000,-13.14297618
1500000000,55,39,1.6,78,4,0.821421,6.52157,2526200000,-40.12031926,-0.770473793,1730400000,-14.04565088
1500000000,55,39,1.6,78,4,0.651645,6.52628,2512400000,-34.82176633,-0.726613744,1739600000,-15.08993779
1500000000,55,39,1.6,78,4,0.675321,6.52653,2510100000,-36.46696309,-0.717606673,1737300000,-16.04381647
1500000000,55,39,1.6,78,5,0.795969,6.52061,2517000000,-26.10845614,-0.779339194,1730400000,-13.28803141
1500000000,55,39,1.6,78,5,0.818668,6.53107,2505500000,-33.12509896,-0.789615939,1725800000,-14.13441938
1500000000,55,39,1.6,78,5,0.591193,6.47922,2514700000,-29.29941237,-0.74280404,1732700000,-16.81293186
1500000000,55,39,1.6,78,5,0.433112,6.51959,2530800000,-30.10332308,-0.689100183,1737300000,-20.45854061
1500000000,55,39,1.6,78,5,0.398024,6.49982,2535400000,-23.83537421,-0.695626456,1732700000,-22.12482885
1500000000,55,39,1.6,78,6,0.457714,6.50045,2533100000,-38.03066478,-0.735399686,1744200000,-14.60353653
1500000000,55,39,1.6,78,6,0.43621,6.50624,2530800000,-27.26563027,-0.723021382,1735000000,-18.44000619
1500000000,55,39,1.6,78,6,0.270647,6.5435,2530800000,-37.18187319,-0.713901464,1732700000,-21.99133561
1500000000,55,39,1.6,78,6,0.155153,6.50956,1725800000,-32.67669702,-0.694873594,1725800000,-32.67669702
1500000000,55,39,1.6,78,6,-0.0429132,6.51917,1748800000,-30.51439394,-0.655218463,1748800000,-30.51439394
1500000000,55,39,1.6,78,7,0.362579,6.552,2535400000,-31.7275115,-0.735127296,1739600000,-15.79396518
1500000000,55,39,1.6,78,7,0.125107,6.54731,2523900000,-27.90913163,-0.739369805,1730400000,-20.6138001
1500000000,55,39,1.6,78,7,-0.045575,6.53362,2533100000,-37.22828938,-0.687486886,1730400000,-34.68164549
1500000000,55,39,1.6,78,7,-0.0408229,6.53602,1714300000,-28.82391832,-0.695549075,1714300000,-28.82391832
1500000000,55,39,1.6,78,7,-0.415858,6.59727,1737300000,-23.52166968,-0.635203988,1737300000,-23.52166968
1500000000,55,39,1.6,78,8,0.093451,6.58495,2507800000,-28.62981517,-0.73164101,1735000000,-20.04842622
1500000000,55,39,1.6,78,8,-0.194875,6.58205,1732700000,-34.23396166,-0.68719144,1732700000,-34.23396166
1500000000,55,39,1.6,78,8,-0.348934,6.52421,1725800000,-29.3756885,-0.674454627,1725800000,-29.3756885
1500000000,55,39,1.6,78,8,-0.558044,6.55438,2533100000,-29.55738033,-0.660006354,1728100000,-20.783589
1500000000,55,39,1.6,78,8,-0.814712,6.53983,2563000000,-20.27953439,-0.62208148,1739600000,-17.77687435
1500000000,55,40,1.6,80,1,1.7382,6.62316,2507800000,-25.12128751,-1.054261196,1459000000,-0.801070918
1500000000,55,40,1.6,80,1,1.56525,6.5845,2512400000,-26.88972681,-1.025595922,1689000000,-10.20203963
1500000000,55,40,1.6,80,1,1.60212,6.60018,2530800000,-34.62417981,-0.996695687,1691300000,-10.34625051
1500000000,55,40,1.6,80,1,1.59747,6.61091,2530800000,-23.29037572,-1.013271213,1686700000,-10.47684917
1500000000,55,40,1.6,80,1,1.6365,6.5753,2510100000,-26.01446228,-1.053415718,1691300000,-9.783465305
1500000000,55,40,1.6,80,2,1.55413,6.60646,2505500000,-22.77073427,-1.049991522,1689000000,-10.05525047
1500000000,55,40,1.6,80,2,1.59083,6.59767,2510100000,-21.41644722,-1.030631099,1693600000,-10.26325117
1500000000,55,40,1.6,80,2,1.46808,6.5782,2512400000,-19.938201,-1.007556684,1693600000,-11.07605993
1500000000,55,40,1.6,80,2,1.40117,6.55492,2517000000,-23.37804774,-0.983313512,1695900000,-10.5627128
1500000000,55,40,1.6,80,2,1.48656,6.54131,2530800000,-17.9722684,-1.001784225,1686700000,-11.47596169
1500000000,55,40,1.6,80,3,1.53941,6.6269,2510100000,-31.82769614,-0.987625794,1691300000,-11.39048207
1500000000,55,40,1.6,80,3,1.47684,6.65144,2512400000,-18.8583286,-1.012074981,1689000000,-11.0840909
1500000000,55,40,1.6,80,3,1.30198,6.58417,2505500000,-28.97948304,-0.965119168,1689000000,-12.76878411
1500000000,55,40,1.6,80,3,1.32667,6.61575,2523900000,-26.38075683,-0.943457543,1700500000,-11.67539643
1500000000,55,40,1.6,80,3,1.13901,6.58922,2533100000,-25.78044278,-0.859277264,1716600000,-12.66234444
1500000000,55,40,1.6,80,4,1.25716,6.54413,2530800000,-49.28462683,-0.955925196,1691300000,-12.04793789
1500000000,55,40,1.6,80,4,1.05202,6.52871,2526200000,-23.71949621,-0.910211232,1695900000,-13.01928557
1500000000,55,40,1.6,80,4,1.13273,6.58727,2528500000,-28.17352005,-0.924943253,1693600000,-13.19605638
1500000000,55,40,1.6,80,4,1.0657,6.55287,2528500000,-28.84969386,-0.933258838,1698200000,-13.1742467
1500000000,55,40,1.6,80,4,0.924091,6.58767,2533100000,-31.46693495,-0.847300422,1707400000,-14.80179855
1500000000,55,40,1.6,80,5,1.03676,6.5518,2519300000,-19.96838123,-0.974938335,1698200000,-11.30740144
1500000000,55,40,1.6,80,5,1.03351,6.576,2517000000,-21.20678063,-0.912833701,1695900000,-13.46725025
1500000000,55,40,1.6,80,5,0.910238,6.5744,2551500000,-32.19132001,-0.904904516,1698200000,-14.23791294
1500000000,55,40,1.6,80,5,0.895098,6.64063,3000000000,-3.201939142,-1.336313011,1670600000,-1.592807825
1500000000,55,40,1.6,80,5,0.680223,6.62567,2537700000,-36.1863428,-0.792051596,1712000000,-17.79802953
1500000000,55,40,1.6,80,6,1.05143,6.5572,2528500000,-27.2922185,-0.954288278,1693600000,-12.72625547
1500000000,55,40,1.6,80,6,0.844006,6.60683,2542300000,-29.15257806,-0.881731341,1700500000,-14.70269228
1500000000,55,40,1.6,80,6,0.811146,6.59047,2523900000,-30.79973902,-0.885329906,1689000000,-17.78155897
1500000000,55,40,1.6,80,6,0.625489,6.59722,2523900000,-25.65951717,-0.81862014,1702800000,-20.16370849
1500000000,55,40,1.6,80,6,0.319235,6.54987,2540000000,-31.91997737,-0.753762903,1714300000,-22.79657246
1500000000,55,40,1.6,80,7,0.851737,6.60023,2544600000,-24.40813094,-0.896754992,1700500000,-14.59729878
1500000000,55,40,1.6,80,7,0.678678,6.62572,2519300000,-26.4548207,-0.86254851,1695900000,-17.78115624
1500000000,55,40,1.6,80,7,0.338566,6.60023,2526200000,-25.89875214,-0.804508519,1705100000,-21.52670025
1500000000,55,40,1.6,80,7,0.362934,6.62443,2514700000,-36.45584636,-0.759257141,1700500000,-35.2945251
1500000000,55,40,1.6,80,7,0.102937,6.5831,1712000000,-43.34066887,-0.728070781,1712000000,-43.34066887
1500000000,55,40,1.6,80,8,0.619783,6.62861,2526200000,-18.48127563,-0.870570569,1700500000,-16.78473001
1500000000,55,40,1.6,80,8,0.440255,6.64198,2533100000,-25.95358834,-0.843533535,1695900000,-21.36389248
1500000000,55,40,1.6,80,8,0.24549,6.65395,2530800000,-36.79248358,-0.781031355,1700500000,-36.01772352
1500000000,55,40,1.6,80,8,0.296451,6.67516,1684400000,-31.38624019,-0.811509781,1684400000,-31.38624019
1500000000,55,40,1.6,80,8,-0.22241,6.70658,2551500000,-39.9009857,-0.698508788,1705100000,-19.12467465
1500000000,55,41,1.6,82,1,1.85178,6.60772,2530800000,-22.60189598,-1.439362658,1649900000,-8.913585055
1500000000,55,41,1.6,82,1,2.12562,6.60862,2806800000,-18.14403024,-3.391904822,1583200000,-5.317257658
1500000000,55,41,1.6,82,1,1.60685,6.54175,2510100000,-22.57797185,-1.332026003,1654500000,-9.638885724
1500000000,55,41,1.6,82,1,1.79901,6.70146,2514700000,-33.65399532,-1.314761093,1659100000,-9.37858757
1500000000,55,41,1.6,82,1,1.85178,6.63516,2533100000,-23.03127464,-1.289734652,1656800000,-9.945750933
1500000000,55,41,1.6,82,2,1.66967,6.56786,2519300000,-21.35045271,-1.303423075,1656800000,-9.690663214
1500000000,55,41,1.6,82,2,1.73392,6.59682,2530800000,-21.34319294,-1.305852102,1654500000,-10.03069873
1500000000,55,41,1.6,82,2,1.65506,6.57032,2526200000,-18.16727752,-1.335053469,1652200000,-10.19250812
1500000000,55,41,1.6,82,2,1.74699,6.67624,2512400000,-18.14081812,-1.252838625,1656800000,-10.59148239
1500000000,55,41,1.6,82,2,1.66847,6.64627,2540000000,-28.35412174,-1.226611822,1661400000,-10.46763112
1500000000,55,41,1.6,82,3,1.65978,6.58457,2535400000,-14.50901913,-1.367539125,1654500000,-9.554406699
1500000000,55,41,1.6,82,3,1.62896,6.61871,2512400000,-20.54576011,-1.325773567,1652200000,-10.3565817
1500000000,55,41,1.6,82,3,1.52306,6.61846,2544600000,-23.20811662,-1.180800315,1666000000,-10.86327013
1500000000,55,41,1.6,82,3,1.5378,6.60675,2523900000,-23.68185992,-1.144323517,1663700000,-11.88456984
1500000000,55,41,1.6,82,3,1.53889,6.61928,2507800000,-37.69890459,-1.176918936,1656800000,-12.53536786
1500000000,55,41,1.6,82,4,1.56549,6.60965,2530800000,-24.35596387,-1.258940125,1661400000,-10.37363886
1500000000,55,41,1.6,82,4,1.42743,6.64603,2521600000,-20.57497618,-1.149562526,1666000000,-11.61112305
1500000000,55,41,1.6,82,4,1.35981,6.59415,2523900000,-20.05454314,-1.131570017,1663700000,-12.46790878
1500000000,55,41,1.6,82,4,1.40058,6.69222,2521600000,-21.40216011,-1.061505886,1675200000,-12.72164319
1500000000,55,41,1.6,82,4,1.32726,6.58904,2526200000,-23.85709999,-1.093252779,1668300000,-13.08992058
1500000000,55,41,1.6,82,5,1.38041,6.55976,2519300000,-18.66713513,-1.179946472,1661400000,-11.69639945
1500000000,55,41,1.6,82,5,1.42486,6.65948,2526200000,-28.57611159,-1.198849449,1654500000,-12.82628499
1500000000,55,41,1.6,82,5,1.2171,6.62894,2533100000,-20.93296088,-1.085242703,1666000000,-13.66707121
1500000000,55,41,1.6,82,5,1.30144,6.65557,2530800000,-26.09592904,-1.089424653,1659100000,-15.57507095
1500000000,55,41,1.6,82,5,0.942574,6.67185,2544600000,-39.01356686,-0.933296447,1682100000,-16.51617032
1500000000,55,41,1.6,82,6,1.37826,6.67852,2530800000,-18.34490828,-1.168891755,1666000000,-11.88613344
1500000000,55,41,1.6,82,6,1.13245,6.61178,2544600000,-29.29898247,-1.107574485,1663700000,-13.70513117
1500000000,55,41,1.6,82,6,1.14168,6.59844,2533100000,-20.19819701,-1.085393867,1661400000,-16.1432714
1500000000,55,41,1.6,82,6,0.963336,6.70728,2535400000,-23.74348994,-0.967880342,1672900000,-17.54755031
1500000000,55,41,1.6,82,6,0.838299,6.64051,2549200000,-27.25863623,-0.961049559,1675200000,-18.42139192
1500000000,55,41,1.6,82,7,1.22041,6.65549,2521600000,-17.15881281,-1.147185,1659100000,-13.30025926
1500000000,55,41,1.6,82,7,0.959642,6.73857,2537700000,-21.35597464,-0.993074547,1672900000,-16.38476131
1500000000,55,41,1.6,82,7,0.925693,6.65638,2549200000,-26.19393787,-1.00864599,1666000000,-18.59559948
1500000000,55,41,1.6,82,7,0.936072,6.61646,2514700000,-25.9163971,-1.00080709,1656800000,-23.11302534
1500000000,55,41,1.6,82,7,0.483856,6.61166,1677500000,-28.51341717,-0.872335084,1677500000,-28.51341717
1500000000,55,41,1.6,82,8,1.03126,6.71147,2549200000,-19.41884755,-1.086936926,1666000000,-14.37128514
1500000000,55,41,1.6,82,8,0.766551,6.73045,2530800000,-20.18171571,-0.957873028,1672900000,-19.73306743
1500000000,55,41,1.6,82,8,0.698882,6.61223,1663700000,-26.0117636,-0.948653557,1663700000,-26.0117636
1500000000,55,41,1.6,82,8,0.542342,6.66239,1668300000,-36.64485176,-0.890888958,1668300000,-36.64485176
1500000000,55,41,1.6,82,8,0.393374,6.64898,1675200000,-39.01175124,-0.860010927,1675200000,-39.01175124
1500000000,55,42,1.6,84,1,2.00685,6.63491,2526200000,-18.07714157,-2.002924351,1615400000,-8.296267933
1500000000,55,42,1.6,84,1,1.98794,6.65979,2537700000,-16.53733664,-1.960312914,1617700000,-8.360642875
1500000000,55,42,1.6,84,1,1.89013,6.67251,2521600000,-18.4368986,-1.668962624,1629200000,-9.146462484
1500000000,55,42,1.6,84,1,1.9233,6.64635,2517000000,-15.71859135,-1.700668931,1626900000,-9.287622792
1500000000,55,42,1.6,84,1,1.96253,6.63307,2517000000,-17.76470175,-1.881453412,1615400000,-9.440949356
1500000000,55,42,1.6,84,2,1.96327,6.66779,2517000000,-17.18863304,-1.94935164,1615400000,-8.770372912
1500000000,55,42,1.6,84,2,1.82851,6.63408,2519300000,-18.97212075,-1.653577741,1629200000,-9.341361403
1500000000,55,42,1.6,84,2,1.89701,6.65511,2523900000,-19.20084581,-1.715704681,1626900000,-9.313159682
1500000000,55,42,1.6,84,2,1.88247,6.59135,2521600000,-18.80558842,-1.803460346,1620000000,-9.742028575
1500000000,55,42,1.6,84,2,1.82874,6.64828,2512400000,-16.10387716,-1.6073564,1631500000,-10.00672319
1500000000,55,42,1.6,84,3,1.83429,6.64325,2523900000,-16.41397459,-1.80772447,1622300000,-9.176015465
1500000000,55,42,1.6,84,3,1.76315,6.67522,2521600000,-17.37855366,-1.608529863,1631500000,-9.776283762
1500000000,55,42,1.6,84,3,1.74012,6.64544,2526200000,-17.26431963,-1.549194536,1633800000,-10.0852745
1500000000,55,42,1.6,84,3,1.72515,6.67214,2507800000,-17.29533868,-1.483230958,1633800000,-11.11291133
1500000000,55,42,1.6,84,3,1.68132,6.62086,2523900000,-17.78799285,-1.479090651,1636100000,-11.11756739
1500000000,55,42,1.6,84,4,1.79931,6.63291,2526200000,-16.26907963,-1.686408657,1626900000,-9.632456778
1500000000,55,42,1.6,84,4,1.63141,6.6634,2519300000,-14.99320812,-1.62109164,1631500000,-10.19442897
1500000000,55,42,1.6,84,4,1.65165,6.6651,2523900000,-17.81876966,-1.559290553,1629200000,-10.9633812
1500000000,55,42,1.6,84,4,1.56758,6.68834,2528500000,-18.80209412,-1.412399218,1640700000,-11.46708999
1500000000,55,42,1.6,84,4,1.50018,6.59345,2514700000,-18.21018009,-1.410338278,1636100000,-12.3644749
1500000000,55,42,1.6,84,5,1.85087,6.71655,2530800000,-28.39834237,-1.72560638,1622300000,-10.34663935
1500000000,55,42,1.6,84,5,1.58725,6.59881,2510100000,-15.44010509,-1.641686604,1624600000,-10.8788293
1500000000,55,42,1.6,84,5,1.62283,6.67728,2540000000,-18.75608457,-1.442018067,1633800000,-12.38287408
1500000000,55,42,1.6,84,5,1.4358,6.66538,2546900000,-28.85408701,-1.306597195,1640700000,-14.00019301
1500000000,55,42,1.6,84,5,1.49226,6.69477,2540000000,-19.40794272,-1.262089221,1643000000,-14.23024327
1500000000,55,42,1.6,84,6,1.57245,6.65309,2521600000,-17.01265295,-1.523042569,1631500000,-11.6485514
1500000000,55,42,1.6,84,6,1.49278,6.64161,2542300000,-23.87199205,-1.528309963,1629200000,-12.23318334
1500000000,55,42,1.6,84,6,1.41507,6.69773,2526200000,-17.36729611,-1.323853277,1638400000,-13.83438117
1500000000,55,42,1.6,84,6,1.17464,6.67869,2535400000,-20.22908511,-1.144889831,1649900000,-16.44425375
1500000000,55,42,1.6,84,6,1.16237,6.67567,2542300000,-25.44528121,-1.101953912,1649900000,-17.85325916
1500000000,55,42,1.6,84,7,1.56216,6.69299,2517000000,-14.40086609,-1.50897314,1626900000,-12.65367158
1500000000,55,42,1.6,84,7,1.44173,6.68502,2530800000,-16.84769848,-1.41867948,1629200000,-14.61904735
1500000000,55,42,1.6,84,7,1.44075,6.69794,2521600000,-18.33001204,-1.361806957,1626900000,-17.45752093
1500000000,55,42,1.6,84,7,1.12871,6.6524,2542300000,-24.26379288,-1.158576727,1638400000,-20.54387122
1500000000,55,42,1.6,84,7,1.16806,6.77587,2535400000,-25.70798268,-1.129618026,1640700000,-22.15212529
1500000000,55,42,1.6,84,8,1.51894,6.68386,2523900000,-15.20885706,-1.480653463,1626900000,-13.55697864
1500000000,55,42,1.6,84,8,1.21441,6.75071,2530800000,-19.20357278,-1.236900352,1636100000,-17.68073043
